                               Güterart |      Freq.     Percent        Cum.
                       MöRTEL IN SäCKEN |          1        0.00       89.11
                      MöRTEL UND ZIEGEL |          1        0.00       89.11
                         MöRTEL, STEINE |          1        0.00       89.11
                   MöRTEL, STEINE, SAND |          2        0.00       89.11
        MöRTEL, ZEMENT, STEINE, FLIESEN |          2        0.00       89.11
                            MöRTELKüBEL |          1        0.00       89.11
                            MöRTELMASSE |          1        0.00       89.11
                        MöRTELSCHLäUCHE |          1        0.00       89.11
                                  Möbel |          1        0.00       89.12
                      Möbel / Umzugsgut |          1        0.00       89.12
                         Möbel, Kostüme |          1        0.00       89.12
                                   MüHL |          3        0.00       89.12
                                  MüHLE |          1        0.00       89.12
                                   MüLL |         93        0.08       89.20
               MüLL (GRüNANLAGE;PFLEGE) |          1        0.00       89.20
                  MüLL AUS DER UMGEBUNG |          1        0.00       89.20
                MüLL AUS KLEINBEHäLTERN |          1        0.00       89.20
                  MüLL AUS PAPIERKöRBEN |          2        0.00       89.20
                        MüLL UND SCHUTT |          2        0.00       89.20
                     MüLL ZUM ENTSORGEN |          1        0.00       89.20
                    MüLL, RESTBERäUMUNG |          1        0.00       89.21
                                MüLL,.. |          1        0.00       89.21
                           MüLLBEHäLTER |         10        0.01       89.22
              MüLLBEHäLTER 240-1100 LTR |          1        0.00       89.22
              MüLLEIMERINHALT + KEHRGUT |          1        0.00       89.22
                         MüLLENTSORGUNG |          5        0.00       89.22
                             MüLLGEFäßE |         11        0.01       89.23
                       MüLLGROßBEHäLTER |         10        0.01       89.24
                              MüLLSäCKE |          9        0.01       89.25
                             MüLLSäCKEN |          1        0.00       89.25
                    MüLLTONNE GELIEFERT |          1        0.00       89.25
                             MüLLTONNEN |         22        0.02       89.27
                  MüLLTONNEN AUSLIEFERN |          1        0.00       89.27
                                 MüNZEN |          4        0.00       89.27
                     MüNZEN / BANKNOTEN |          1        0.00       89.27
                  MüNZEN/ GELDTRANSPORT |          1        0.00       89.27
                  MüNZEN/SCHEINE EUR/DM |          1        0.00       89.27
                                  MüTZE |          1        0.00       89.27
                           Müll + Unrat |          2        0.00       89.28
                N2A MITTELFORMALPLATTEN |          2        0.00       89.28
                                  NABEN |          1        0.00       89.28
               NACHTSPEICHER HEIZKöRPER |          1        0.00       89.28
                   NACHTSPEICHERHEIZUNG |          1        0.00       89.28
                      NACHTSPEICHEROFEN |          1        0.00       89.28
                 NACHTSTROMSPEICHERöFEN |          1        0.00       89.28
                          NAGELSTREIFEN |          1        0.00       89.28
                                NAHRUNG |         13        0.01       89.29
                          NAHRUNGMITTEL |          1        0.00       89.29
                      NAHRUNGSERGäNZUNG |          1        0.00       89.29
                          NAHRUNGSGüTER |          2        0.00       89.30
                         NAHRUNGSMITTEL |         41        0.03       89.33
    NAHRUNGSMITTEL UND REINIGUNGSMITTEL |          1        0.00       89.33
               NAHRUNGSMITTEL-BACKWAREN |          1        0.00       89.33
                  NAHRUNGSMITTELEINKAUF |          1        0.00       89.33
                            NATRONLAUGE |          2        0.00       89.34
         NATUR-TROCKENBLUMEN/ZIERPRäSER |          2        0.00       89.34
                          NATURPRODUKTE |          1        0.00       89.34
                          NATURSCHIEFER |          2        0.00       89.34
                             NATURSTEIN |         13        0.01       89.35
                       NATURSTEIN/BETON |          1        0.00       89.35
                            NATURSTEINE |          2        0.00       89.35
                  NATURSTEINERZEUGNISSE |          1        0.00       89.35
                 NATURSTEINFENSTERBäNKE |          1        0.00       89.35
                     NATURSTEINMATERIAL |          1        0.00       89.36
                       NATURSTEINMUSTER |          1        0.00       89.36
                     NATURSTEINPFLASTER |          1        0.00       89.36
                      NATURSTEINPLATTEN |          1        0.00       89.36
                      NATURSTEINSTREPPE |          1        0.00       89.36
                       NATURSTEINSTUFEN |          1        0.00       89.36
              NATURSTEINTREPPE/-PLATTEN |          1        0.00       89.36
                   NATURSTEINWASCHTISCH |          1        0.00       89.36
                         NATURWERKSTEIN |          3        0.00       89.36
                NATURWERKSTEIN/WERKZEUG |          1        0.00       89.36
                                NAßSäGE |          1        0.00       89.37
                                    NDS |          1        0.00       89.37
                             NEKTARINEN |          1        0.00       89.37
                             NEONRöHREN |          2        0.00       89.37
                      NEUE EUROPALETTEN |          1        0.00       89.37
                        NEUE HOLZDECKEL |          1        0.00       89.37
                             NEUE MöBEL |          1        0.00       89.37
                           NEUFAHRZEUGE |          2        0.00       89.37
                    NEUFAHRZEUGE (PKWS) |          1        0.00       89.37
                               NEUMöBEL |         27        0.02       89.40
                  NEUWAGEN (üBERFüHREN) |          2        0.00       89.40
           NICHT ANGETROFEN ( SCHRANK ) |          1        0.00       89.40
                  NO2 FLÜSSIGSTICKSTOFF |          3        0.00       89.40
                       NON-FOOD-ARTIKEL |          1        0.00       89.40
                            NOPPENFOLIE |          1        0.00       89.40
                          NORD FRIEDHOF |          1        0.00       89.40
                        NORMAL-GEWICHTE |          3        0.00       89.41
                   NOTSTROM        70KG |          1        0.00       89.41
                      NOTSTROM     70KG |          1        0.00       89.41
                       NOTSTROMAGGREGAT |          9        0.01       89.42
                      NOTSTROMGENERATOR |          2        0.00       89.42
                               NOUGATAN |          1        0.00       89.42
                         NQHRUNGSMITTEL |          1        0.00       89.42
                                   NR 6 |          2        0.00       89.42
                                 NUDELN |          1        0.00       89.42
                NUR MASCHINENKLEINTEILE |          1        0.00       89.42
                     NUR MASCHINENTEILE |          2        0.00       89.42
                    NUR MONTAGEWERKZEUG |          1        0.00       89.43
                         Nahrungsmittel |          1        0.00       89.43
                                  NäGEL |          2        0.00       89.43
                    NäGEL UND SCHRAUBEN |          1        0.00       89.43
                  NäHRMITTEL UND GEMüSE |          1        0.00       89.43
                         OBERBEKLEIDUNG |         13        0.01       89.44
                              OBERBODEN |          4        0.00       89.44
                    OBI STüCKGUT DüNGER |          2        0.00       89.45
                                   OBST |         15        0.01       89.46
                          OBST & GEMüSE |          1        0.00       89.46
                          OBST + GEMÜSE |          1        0.00       89.46
                          OBST + GEMüSE |          6        0.01       89.46
                           OBST +GEMüSE |          2        0.00       89.47
                          OBST / GEMüSE |          6        0.01       89.47
                            OBST GEMüSE |          3        0.00       89.47
                     OBST GEMüSE KISTEN |          1        0.00       89.47
                         OBST U. GEMüSE |         15        0.01       89.49
                        OBST UND GEMüSE |         56        0.05       89.53
                    OBST UND KARTOFFELN |          2        0.00       89.54
                          OBST UND WEIN |          1        0.00       89.54
                            OBST+GEMüSE |         19        0.02       89.55
             OBST+GEMüSE / FRISCHDIENST |          2        0.00       89.55
               OBST+GEMüSE LEBENSMITTEL |          1        0.00       89.56
                           OBST, GEMüSE |         22        0.02       89.57
                   OBST, GEMüSE, BLUMEN |          1        0.00       89.57
                  OBST, GEMüSE, FLEISCH |          1        0.00       89.58
        OBST, GEMüSE, KARTOFFELN, SALAT |          1        0.00       89.58
                          OBST, LEERGUT |          1        0.00       89.58
                    OBST,GEMüSE, BLUMEN |          1        0.00       89.58
                     OBST,GEMüSE,BLUMEN |          1        0.00       89.58
                 OBST,GEMüSE,SüDFRüCHTE |          2        0.00       89.58
                 OBST- UND GEMüSEKISTEN |          1        0.00       89.58
                     OBST-/GEMüSEKISTEN |          2        0.00       89.58
               OBST. GEMüSE, SüDFRüCHTE |          1        0.00       89.58
                            OBST/GEMüSE |          2        0.00       89.59
               OBST/GEMüSE/LEBENSMITTEL |          1        0.00       89.59
                             OBST/äPFEL |          1        0.00       89.59
                             OBSTKISTEN |          1        0.00       89.59
                               OBSTSAFT |          1        0.00       89.59
                         OELBINDEMITTEL |          1        0.00       89.59
                               OELPUMPE |          1        0.00       89.59
                              OFENSTAUB |          1        0.00       89.59
                          OFFSETPLATTEN |          1        0.00       89.59
                                   OHNE |          1        0.00       89.59
                            OHNE LADUNG |          1        0.00       89.59
                          OLIV.MATERIAL |          1        0.00       89.59
               OMNIBUSWINDSCHUTZSCHEIBE |          1        0.00       89.60
                              OP-HAUBEN |          2        0.00       89.60
            OPTISCHE GERäTE UND ZUBEHöR |          1        0.00       89.60
                                 ORDNER |          3        0.00       89.60
                       ORTH.HILFSMITTEL |          1        0.00       89.60
                         ORTUNGSTECHNIK |          4        0.00       89.61
                            OSB PLATTEN |          1        0.00       89.61
                                 OSSEIN |          1        0.00       89.61
                OSTERGESCHENK ABGEGEBEN |          1        0.00       89.61
                        OTTOKRAFTSTOFFE |          1        0.00       89.61
                     OVERNIGHTSENDUNGEN |          1        0.00       89.61
                       PA + LICHTANLAGE |          1        0.00       89.61
                                 PACKET |          1        0.00       89.61
                                PACKETE |          6        0.01       89.62
                   PACKETE UND PALETTEN |          1        0.00       89.62
                        PACKETSENDUNGEN |          2        0.00       89.62
                             PACKKISTEN |          1        0.00       89.62
                           PACKMATERIAL |          1        0.00       89.62
                             PACKSTüCKE |          1        0.00       89.62
                                 PAKATE |          1        0.00       89.62
                                  PAKET |         89        0.07       89.70
                           PAKET (6 KG) |          1        0.00       89.70
                      PAKET (SAMMELGUT) |         10        0.01       89.71
                      PAKET + OLI-KANNE |          1        0.00       89.71
                             PAKET 15KG |          1        0.00       89.71
                         PAKET BIS 70KG |         11        0.01       89.72
                        PAKET ETIKETTEN |          1        0.00       89.72
                         PAKET PäCKCHEN |          1        0.00       89.72
                        PAKET SAMMELGUT |          3        0.00       89.72
               PAKET UND BRIEFSENDUNGEN |          1        0.00       89.72
                PAKET UND POSTSENDUNGEN |          1        0.00       89.72
                               PAKET(E) |          1        0.00       89.72
                PAKET(INHALT UNBEKANNT) |          2        0.00       89.73
                        PAKET+KARTONAGE |          1        0.00       89.73
                        PAKET, WERKZEUG |          1        0.00       89.73
              PAKET- UND BRIEFSENDUNGEN |          1        0.00       89.73
                           PAKET-DIENST |          1        0.00       89.73
                                 PAKET? |          1        0.00       89.73
                            PAKETDIENST |          2        0.00       89.73
                PAKETDIENST / SAMMELGUT |          1        0.00       89.73
                                 PAKETE |        642        0.54       90.27
                        PAKETE & BRIEFE |          2        0.00       90.27
                     PAKETE (SAMMELGUT) |          1        0.00       90.27
                        PAKETE + BRIEFE |          1        0.00       90.28
                      PAKETE + PALETTEN |          9        0.01       90.28
                        PAKETE / BRIEFE |          1        0.00       90.28
                PAKETE / BRIEFSENDUNGEN |          2        0.00       90.29
                      PAKETE / PäCKCHEN |          1        0.00       90.29
                            PAKETE 3 KG |          1        0.00       90.29
                     PAKETE BIS 31,5 KG |          6        0.01       90.29
                      PAKETE BIS 31,5KG |          1        0.00       90.29
        PAKETE BIS 31,5KG EINZELGEWICHT |          1        0.00       90.29
                     PAKETE BIS 31.5 KG |         10        0.01       90.30
                        PAKETE BIS 35KG |          1        0.00       90.30
               PAKETE BIS JEWEILS 50 KG |          1        0.00       90.30
               PAKETE DER VERSANDHäUSER |          8        0.01       90.31
                     PAKETE ERSATZTEILE |          1        0.00       90.31
               PAKETE IN VERSCH. GRößEN |          1        0.00       90.31
               PAKETE IN VERSCH. GRößéN |          1        0.00       90.31
                    PAKETE MAXIMAL 33KG |          1        0.00       90.31
           PAKETE MIT VERSCH. GEWICHTEN |         11        0.01       90.32
                       PAKETE SAMMELGUT |          1        0.00       90.32
                         PAKETE U. POST |          1        0.00       90.32
                      PAKETE UND BRIEFE |         10        0.01       90.33
              PAKETE UND BRIEFSENDUNGEN |         12        0.01       90.34
                     PAKETE UND PäKCHEN |          3        0.00       90.35
                    PAKETE und PäCKCHEN |          1        0.00       90.35
                         PAKETE, BRIEFE |          1        0.00       90.35
          PAKETE, BRIEFE, ZEITSCHRIFTEN |          1        0.00       90.35
                      PAKETE, BRIEFPOST |          1        0.00       90.35
                 PAKETE, BRIEFSENDUNGEN |          1        0.00       90.35
                      PAKETE, DOKUMENTE |          2        0.00       90.35
                       PAKETE, PALETTEN |          1        0.00       90.35
                           PAKETE, POST |          2        0.00       90.35
                       PAKETE, PäCKCHEN |          1        0.00       90.35
               PAKETE, PäCKCHEN, BRIEFE |          2        0.00       90.36
      PAKETE, PäCKCHEN, INFOPOST SCHWER |          1        0.00       90.36
       PAKETE, PäCKCHEN, WARENSENDUNGEN |          2        0.00       90.36
                          PAKETE/BRIEFE |          3        0.00       90.36
                     PAKETE/POST/BRIEFE |          1        0.00       90.36
               PAKETE; PÄCKCHEN; BRIEFE |          1        0.00       90.36
                              PAKETPOST |          1        0.00       90.36
                           PAKETSENDUNG |          1        0.00       90.36
                         PAKETSENDUNGEN |         60        0.05       90.42
        PAKETSENDUNGEN , BRIEFSENDUNGEN |          1        0.00       90.42
               PAKETSENDUNGEN / LEERGUT |          1        0.00       90.42
                                PAKETTE |          3        0.00       90.42
                              PAKETWARE |          1        0.00       90.42
                        PAKETZUSTELLUNG |          1        0.00       90.42
                                PAKTETE |          1        0.00       90.42
                                 PAKeTE |          1        0.00       90.42
                                    PAL |          1        0.00       90.42
                             PAL. GüTER |          1        0.00       90.42
                  PALETIERTE BLECHWAREN |          1        0.00       90.43
                                PALETTE |         10        0.01       90.43
                          PALETTE 205KG |          3        0.00       90.44
          PALETTE MIT LEEREN BIERKISTEN |          1        0.00       90.44
              PALETTE NATURSTEINFLIESEN |          1        0.00       90.44
                               PALETTEN |         36        0.03       90.47
                      PALETTEN -LEERGUT |          1        0.00       90.47
                  PALETTEN FüR BIERTANK |          1        0.00       90.47
                      PALETTEN MIT SALZ |          1        0.00       90.47
                PALETTEN UND HOLZKISTEN |          3        0.00       90.47
            PALETTEN UND KANBANBEHäLTER |          1        0.00       90.47
                      PALETTEN, BAUHOLZ |          1        0.00       90.48
               PALETTENGABEL, CONTAINER |          1        0.00       90.48
                    PALETTENSCHNITTHOLZ |          1        0.00       90.48
                           PALETTENWARE |          1        0.00       90.48
                     PALETTIERBARES GUT |          1        0.00       90.48
               PALETTIERTE BLECHARTIKEL |          1        0.00       90.48
                 PALETTIERTE BLECHWAREN |          1        0.00       90.48
                       PALETTIERTES GUT |         45        0.04       90.52
                       PALLETIERTES GUT |          7        0.01       90.52
                      PALLETTIERTES GUT |          1        0.00       90.52
                       PALLETTIETES GUT |          1        0.00       90.53
                        PALTTIERTES GUT |          1        0.00       90.53
                                PANEELE |          1        0.00       90.53
                              PANNE-PKW |          1        0.00       90.53
                         PANNENWERKZEUG |          2        0.00       90.53
       PAPIEKORBINHALTE,REINIGUNGSRESTE |          1        0.00       90.53
                                 PAPIER |        161        0.14       90.67
           PAPIER ( ROMANE UND RäTSEL ) |          2        0.00       90.67
                        PAPIER (590 KG) |          1        0.00       90.67
                     PAPIER (PROSPEKTE) |          6        0.01       90.67
                        PAPIER + FOLIEN |          1        0.00       90.67
                        PAPIER + ORDNER |          1        0.00       90.68
                   PAPIER / DRUCKSACHEN |          1        0.00       90.68
                 PAPIER / üBERWEISUNGEN |          1        0.00       90.68
                       PAPIER FüR DRUCK |          1        0.00       90.68
                     PAPIER HILFSMITTEL |          1        0.00       90.68
                   PAPIER U. KARTONAGEN |          2        0.00       90.68
                 PAPIER UND FORMBLäTTER |          1        0.00       90.68
                      PAPIER UND KANORT |          1        0.00       90.68
                      PAPIER UND KARTON |          7        0.01       90.69
                     PAPIER UND KARTONS |          2        0.00       90.69
                     PAPIER, KARTONAGEN |          1        0.00       90.69
                     PAPIER, KUNSTSTOFF |          1        0.00       90.69
                          PAPIER, PAPPE |         11        0.01       90.70
              PAPIER, SPRAYDOSEN,SALBEN |          1        0.00       90.70
                          PAPIER, TONER |          1        0.00       90.70
                      PAPIER, ZELLULOSE |          1        0.00       90.70
                      PAPIER/ MASCHINEN |          1        0.00       90.70
                           PAPIER/PAPPE |          4        0.00       90.71
                     PAPIER: BROSCHüREN |          1        0.00       90.71
                           PAPIERABFALL |          1        0.00       90.71
                          PAPIERABFäLLE |          1        0.00       90.71
                           PAPIERBEUTEL |          1        0.00       90.71
                                PAPIERE |          7        0.01       90.72
        PAPIERE (üR STEUERBüRO ABGEBEN) |          1        0.00       90.72
                  PAPIERE UND FORMULARE |          1        0.00       90.72
                 PAPIERE, LIEFERSCHEINE |          1        0.00       90.72
                    PAPIERE/ UNTERLAGEN |          1        0.00       90.72
                      PAPIERE/DOKUMENTE |          1        0.00       90.72
                       PAPIERHANDTüCHER |          1        0.00       90.72
                PAPIERHANDTüCHER ,SEIFE |         11        0.01       90.73
                      PAPIERKORBABFäLLE |          3        0.00       90.73
                      PAPIERKORBINHALTE |          2        0.00       90.73
            PAPIERKöRBE MIT HALTERUNGEN |          5        0.00       90.74
                           PAPIERROLLEN |          2        0.00       90.74
                    PAPIERSAMMLUNG LOSE |          1        0.00       90.74
                            PAPIERTüTEN |         11        0.01       90.75
                            PAPIERWAGEN |          1        0.00       90.75
                   PAPIERWALZE IN KISTE |          1        0.00       90.75
                            PAPIERWAREN |         19        0.02       90.77
                                  PAPPE |         13        0.01       90.78
                         PAPPE + PAPIER |          1        0.00       90.78
                      PAPPE / KARTONAGE |          1        0.00       90.78
                     PAPPE / KARTONAGEN |          1        0.00       90.78
                      PAPPE UND PLASTIK |          1        0.00       90.78
              PAPPE, PAPIER, KARTONAGEN |          7        0.01       90.79
      PAPPE, PLASTIK, FOLIEN,  STYROPOR |          1        0.00       90.79
                          PAPPE/ PAPIER |          1        0.00       90.79
                                 PAPPEN |          2        0.00       90.79
                           PAPPTROMMELN |          1        0.00       90.79
                        PARFUM+KOSMETIK |          1        0.00       90.79
                      PARFüMERIEARTIKEL |          2        0.00       90.80
                                PARKETT |          2        0.00       90.80
                        PARKETT, KLEBER |          1        0.00       90.80
              PARKETT, KLEBER, WERKZEUG |          1        0.00       90.80
                PARKETT, MöBEL, ZUBEHöR |          2        0.00       90.80
                 PARKETTKLEBER + KLEBER |          1        0.00       90.80
                 PARKETTSCHLEIFMASCHINE |          1        0.00       90.80
                           PARTY BUFFET |          1        0.00       90.80
                          PARTY SERVICE |          3        0.00       90.81
          PARTY SERVICE - WARME SPEISEN |          1        0.00       90.81
                           PARTYSERVICE |          2        0.00       90.81
                              PARTYZELT |          1        0.00       90.81
              PATIENTENSTüHLE / SATTLER |          1        0.00       90.81
                                     PC |          5        0.00       90.81
                  PC + PROJEKTIONSGERäT |          1        0.00       90.81
                           PC - TECHNIK |          1        0.00       90.82
              PC KOMPONENTEN WERKR´ZEUG |          2        0.00       90.82
                          PC PEREPHERIE |          1        0.00       90.82
                          PC U. DRUCKER |          1        0.00       90.82
                           PC UND AKTEN |          1        0.00       90.82
                            PC VERPACKT |          1        0.00       90.82
                PC'S, MONITORE, DRUCKER |          1        0.00       90.82
               PC, BILDSCHIRME, DRUCKER |          1        0.00       90.82
                PC, BILDSCHIRME,DRUCKER |          1        0.00       90.82
                            PC, DRUCKER |          1        0.00       90.82
                             PC-ANLAGEN |          1        0.00       90.82
                        PC-ARBEITSPLATZ |          1        0.00       90.83
                   PC-COMPUTER / SCHUHE |          1        0.00       90.83
                  PC-SPIEL / HANDTüCHER |          1        0.00       90.83
                             PC-TECHNIK |          1        0.00       90.83
                          PC/UNTERLAGEN |          1        0.00       90.83
                      PCI SPACHTELMASSE |          1        0.00       90.83
                                PE ROHR |          1        0.00       90.83
              PE-FORMTEILE UND WERKZEUG |          2        0.00       90.83
             PE-FORMTEILE UND WERKZEUGE |          1        0.00       90.83
                      PE-ROSTROHRSTüCKE |          1        0.00       90.83
                             PEGELROHRE |          1        0.00       90.83
                        PELZE UND LEDER |          1        0.00       90.84
                         PERSONAL+BLECH |          1        0.00       90.84
                      PERSONALDOKUMENTE |          1        0.00       90.84
                               PERSONEN |          2        0.00       90.84
              PERSONEN UND MITTAGSTISCH |          1        0.00       90.84
                           PERSONENKORB |          2        0.00       90.84
                 PERSONENPOST, INFOPOST |          1        0.00       90.84
                             PETERSILIE |          2        0.00       90.84
                                PFEFFER |          1        0.00       90.84
                                 PFERDE |          1        0.00       90.85
                           PFERDEFUTTER |          2        0.00       90.85
                          PFERDEKUTSCHE |          2        0.00       90.85
                       PFLANZ CONTAINER |          2        0.00       90.85
                               PFLANZEN |         91        0.08       90.93
                      PFLANZEN UND ERDE |          3        0.00       90.93
                         PFLANZENABFALL |          1        0.00       90.93
                        PFLANZENABFäLLE |          1        0.00       90.93
              PFLANZENBEHANDLUNGSMITTEL |          2        0.00       90.93
                           PFLANZENERDE |          1        0.00       90.93
                      PFLANZENGUTPROBEN |          1        0.00       90.93
                         PFLANZENSCHUTZ |          1        0.00       90.94
                   PFLANZENSCHUTZMITTEL |          2        0.00       90.94
                             PFLANZENöL |          3        0.00       90.94
                           PFLANZGERäTE |          1        0.00       90.94
                            PFLANZKüBEL |          1        0.00       90.94
                            PFLANZTöPFE |          2        0.00       90.94
                               PFLASTER |          5        0.00       90.95
                  PFLASTER, BAUMATERIAL |          1        0.00       90.95
                           PFLASTERKIES |          1        0.00       90.95
                        PFLASTERKLINKER |          1        0.00       90.95
                           PFLASTERSAND |          1        0.00       90.95
                        PFLASTERSCHEINE |          1        0.00       90.95
                         PFLASTERSPLITT |          1        0.00       90.95
                  PFLASTERSPLITT 2/8 MM |          1        0.00       90.95
                          PFLASTERSTEIN |          1        0.00       90.95
                         PFLASTERSTEINE |         27        0.02       90.98
                               PFLAUMEN |          1        0.00       90.98
                             PFLEGEBETT |          3        0.00       90.98
                           PFLEGEBETTEN |          5        0.00       90.98
             PFLEGEHEIME, KRANKENHäUSER |          2        0.00       90.99
                      PFLEGEMATERIALIEN |          9        0.01       90.99
                           PFLEGEMITTEL |          1        0.00       90.99
                                PFOSTEN |          1        0.00       91.00
                          PHARMAARTIKEL |          2        0.00       91.00
                              PHONOWARE |          1        0.00       91.00
                                 PINSEL |          1        0.00       91.00
                     PINSEL UND LASUREN |          1        0.00       91.00
                                  PIZZA |          8        0.01       91.01
                          PIZZA, NUDELN |          1        0.00       91.01
                           PIZZA, SALAT |          2        0.00       91.01
                             PIZZABOXEN |          1        0.00       91.01
                                 PIZZAS |         10        0.01       91.02
                                    PKW |        104        0.09       91.11
                       PKW (PARKSüNDER) |          1        0.00       91.11
                       PKW ABGESCHLEPPT |          1        0.00       91.11
                                PKW BMW |          1        0.00       91.11
                        PKW ERSATZTEILE |          2        0.00       91.11
                               PKW GOLF |          1        0.00       91.11
                   PKW MIT MOTORSCHADEN |          1        0.00       91.11
                  PKW MIT TECHN. DEFEKT |          1        0.00       91.11
                         PKW OPEL ASTRA |          1        0.00       91.11
                            PKW SCHROTT |          1        0.00       91.11
                              PKW TEILE |          3        0.00       91.12
                            PKW VW GOLF |          1        0.00       91.12
                                  PKW'S |          1        0.00       91.12
      PKW, DAIMLER CHRYSLER ERSATZTEILE |          1        0.00       91.12
                   PKW-BREMSENPRÜFSTAND |          1        0.00       91.12
                        PKW-ERSATZTEILE |          5        0.00       91.12
                             PKW-REIFEN |          1        0.00       91.12
                    PKW-STARTERBATTERIE |          1        0.00       91.13
                              PKW-TEILE |          1        0.00       91.13
                          PKW-TRANSPORT |          3        0.00       91.13
                   PKW-UNFALLBESCHäDIGT |          1        0.00       91.13
                                   PKWS |          3        0.00       91.13
                  PLAKATIER-MATERIALIEN |          1        0.00       91.13
                           PLAKATTAFELN |          2        0.00       91.13
                                  PLANE |          2        0.00       91.14
                 PLANEN + GARTENARTIKEL |          1        0.00       91.14
      PLANEN FüR WERBUNG, WERBEMATERIAL |          1        0.00       91.14
                 PLANEN, TISCHE, STüHLE |          1        0.00       91.14
                            PLANENSEILE |          2        0.00       91.14
                           PLANIERMASSE |          1        0.00       91.14
                     PLANZEN-BLUMENWARE |          1        0.00       91.14
                       PLASMABILDSCHIRM |          1        0.00       91.14
                          PLASTERSTEINE |          1        0.00       91.14
                                PLASTIK |          5        0.00       91.15
                         PLASTIKARTIKEL |          1        0.00       91.15
                           PLASTIKKüBEL |          2        0.00       91.15
                         PLASTIKSTEIGEN |          1        0.00       91.15
                PLASTIKTEILE BEARBEITET |          1        0.00       91.15
              PLASTIKTEILE UNBEARBEITET |          1        0.00       91.15
                           PLASTIKTONNE |          1        0.00       91.15
                               PLATINEN |          2        0.00       91.16
                                PLATTEN |          3        0.00       91.16
                    PLATTEN AUF PALETTE |          1        0.00       91.16
                       PLATTEN UND SAND |          1        0.00       91.16
       PLATTEN, KLEBER, ZEMENT, SILIKON |          1        0.00       91.16
           PLATTEN, SCHRAUBEN, WERKZEUG |          1        0.00       91.16
       PLATTEN, WERKZEUG, LEISTEN, U.ä. |          1        0.00       91.16
                       PLATTEN/WERKZEUG |          2        0.00       91.16
                      PLATTENHEIZKöRPER |          2        0.00       91.17
          PLATTENRESTE,PAPIER,KARTONAGE |          1        0.00       91.17
                      PLATTENWERKSTOFFE |          1        0.00       91.17
                        PLATTIERTES GUT |          2        0.00       91.17
                                  PLATZ |          1        0.00       91.17
                              PLEXIGLAS |          3        0.00       91.17
                  PLEXIGLAS / ACRYLGLAS |          1        0.00       91.17
                                PLISSEE |          1        0.00       91.17
                                  PLäNE |          1        0.00       91.18
                   PNEUMATIKKOMPONENTEN |          1        0.00       91.18
                                PODESTE |          1        0.00       91.18
                                 POKALE |          1        0.00       91.18
                           POLIERMUSTER |          2        0.00       91.18
                                POLSTER |          1        0.00       91.18
                        POLSTERGARNITUR |          4        0.00       91.18
                          POLSTERGRUPPE |          2        0.00       91.19
                          POLSTERKISSEN |          4        0.00       91.19
                        POLSTERMATERIAL |          3        0.00       91.19
                           POLSTERMöBEL |          6        0.01       91.20
               POLSTERMöBEL U. AUFLAGEN |          2        0.00       91.20
                          POLSTERSESSEL |          1        0.00       91.20
                           POLSTERTEILE |          1        0.00       91.20
          POLYMER- BITUMEN- SCHWEIßBAHN |          2        0.00       91.20
          POLYMER-BITUMEN-SCHWEIßBAHNEN |          1        0.00       91.20
                             POLYSTYROL |          1        0.00       91.20
                    POLYTHYLEN VESTOLEN |          1        0.00       91.20
                           POLYURETHANE |          2        0.00       91.21
                          POMMES FRITES |          1        0.00       91.21
                        POPST-SENDUNGEN |          1        0.00       91.21
           PORENBETONBESCHICHTUNGSFARBE |          2        0.00       91.21
                         POROTON-STEINE |          1        0.00       91.21
                          POROTONSTEINE |          1        0.00       91.21
                             PORTPAKETE |          1        0.00       91.21
                 PORTPAKETE UNBD BRIEFE |          1        0.00       91.21
                          PORZELANTEILE |          2        0.00       91.21
                              PORZELLAN |          3        0.00       91.22
             PORZELLAN / HAUSHALTSWAREN |          1        0.00       91.22
                         PORZELLAN WC'S |          1        0.00       91.22
                        PORZELLANBECKEN |          1        0.00       91.22
                              PORZELLEN |          1        0.00       91.22
                                   POST |        172        0.14       91.36
                          POST & PAKETE |          1        0.00       91.37
                          POST (PAPIER= |          1        0.00       91.37
                         POST + LEERGUT |          2        0.00       91.37
                 POST / BRIEFE + PAKETE |          1        0.00       91.37
                               POST GUT |          1        0.00       91.37
                           POST PACKETE |          1        0.00       91.37
                             POST PAKET |          1        0.00       91.37
                            POST PAKETE |          1        0.00       91.37
               POST PAKETE ROLLBEHäLTER |          2        0.00       91.37
                           POST SENDUNG |          1        0.00       91.37
                         POST SENDUNGEN |          4        0.00       91.38
                         POST U. PAKETE |          1        0.00       91.38
             POST U. PAKETZUSTELLDIENST |          1        0.00       91.38
                          POST UND GELD |          2        0.00       91.38
         POST UND KLEINE WARENSENDUNGEN |          8        0.01       91.39
             POST UND KRANKENHAUSBEDARF |          1        0.00       91.39
                        POST UND PAKETE |          1        0.00       91.39
                POST UND PAKETSENDUNGEN |          5        0.00       91.39
                       POST(BRIEFE,...) |          1        0.00       91.39
                           POST+PACKETE |          1        0.00       91.40
                            POST+PAKETE |          1        0.00       91.40
                           POST, BRIEFE |          4        0.00       91.40
                     POST, BüROMATERIAL |          2        0.00       91.40
                   POST, COMPUTERLISTEN |          2        0.00       91.40
                         POST, MATERIAL |          8        0.01       91.41
                     POST, MEDIENGERäTE |          2        0.00       91.41
                          POST, PACKETE |          1        0.00       91.41
                           POST, PAKETE |          3        0.00       91.41
